emp_length,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,target,loan_to_income,credit_history_years,annual_income_missing
2.0,RENT,35000.0,Not Verified,3.98,,,,0,999.0,2014,5,8,6,20000,2421,0,0,,0,0,0,4,4.0,6,0.0,0,3,11000,8,6,4,0,100.0,0,0,debt_consolidation,individual,3200,36,14.08,109.5,C,C3,Jan-2018,Fully Paid,whole,Cash,0,0.09142857142857143,4,0
4.0,OWN,125000.0,Verified,16.2,,,,1,11.0,1998,3,27,4,93926,63019,0,0,73.0,0,0,2,8,2.0,4,0.0,0,0,2500,15,1,0,2,88.5,0,0,debt_consolidation,individual,30000,60,26.3,903.55,E,E5,Jan-2018,Fully Paid,whole,Cash,0,0.24,20,0
5.0,RENT,35000.0,Not Verified,14.61,,,,0,999.0,2010,0,23,13,80400,32824,0,0,,0,0,9,1,,13,0.0,0,1,33500,10,4,1,0,100.0,0,0,debt_consolidation,individual,10000,36,6.08,304.59,A,A2,Feb-2018,Fully Paid,whole,Cash,0,0.2857142857142857,8,0
4.0,MORTGAGE,51000.0,Verified,20.66,,,,0,999.0,2001,1,21,9,221695,30835,0,0,,0,0,2,4,4.0,9,,0,5,24100,10,6,6,1,100.0,0,0,credit_card,individual,20000,36,6.72,614.99,A,A3,Jan-2018,Charged Off,whole,Cash,1,0.39215686274509803,17,0
1.0,RENT,40000.0,Source Verified,16.53,,,,0,999.0,2009,2,15,6,60437,63252,0,0,,0,698,3,2,6.0,6,0.0,0,2,5000,4,3,2,0,100.0,0,0,credit_card,individual,2500,36,11.99,83.03,B,B5,Jan-2018,Fully Paid,whole,Cash,0,0.0625,9,0
10.0,OWN,143000.0,Verified,29.31,,,,0,999.0,1998,3,28,12,677151,116640,0,0,,0,0,3,2,1.0,12,0.0,0,7,121200,17,8,7,1,100.0,0,0,house,individual,20000,36,10.42,649.3,B,B3,Jan-2018,Charged Off,fractional,Cash,1,0.13986013986013987,20,0
10.0,MORTGAGE,140000.0,Not Verified,17.35,,,,0,60.0,1998,10,43,26,617072,79804,0,0,60.0,0,0,4,11,1.0,26,0.0,0,10,148100,27,20,10,2,97.6,0,0,other,individual,19425,60,12.62,438.21,C,C1,Feb-2018,Fully Paid,whole,Cash,0,0.13875,20,0
3.0,RENT,81000.0,Source Verified,13.74,,,,0,999.0,2014,1,10,9,48080,18382,0,0,,0,0,2,6,6.0,9,0.0,0,3,17000,7,7,3,0,100.0,0,0,debt_consolidation,individual,16000,36,12.62,536.18,C,C1,Feb-2018,Fully Paid,whole,Cash,0,0.19753086419753085,4,0
0.0,RENT,50000.0,Source Verified,7.24,,,,0,999.0,2010,0,13,9,45972,15227,0,0,,0,0,1,4,,9,0.0,0,3,29800,10,7,3,0,100.0,0,0,credit_card,individual,5000,36,7.97,156.62,A,A5,Jan-2018,Fully Paid,whole,Cash,0,0.1,8,0
0.0,MORTGAGE,90000.0,Verified,22.17,,,,2,5.0,1993,8,30,17,341648,50585,0,0,35.0,0,0,2,4,1.0,17,0.0,0,7,11200,19,14,12,3,93.3,0,0,credit_card,individual,20000,36,15.04,693.7,C,C4,Mar-2018,Fully Paid,fractional,DirectPay,0,0.2222222222222222,25,0
4.0,MORTGAGE,28000.0,Source Verified,6.73,,,,1,4.0,2005,1,30,9,32300,6199,0,0,,0,0,0,3,4.0,9,0.0,0,1,14000,28,9,4,1,96.7,0,0,major_purchase,individual,15600,60,16.01,379.45,C,C5,Mar-2018,Fully Paid,whole,Cash,0,0.5571428571428572,13,0
10.0,RENT,58000.0,Verified,15.09,,,,0,999.0,1989,3,11,6,40819,22278,0,0,,0,1460,1,5,8.0,6,0.0,0,3,10500,7,5,4,1,100.0,0,0,other,individual,12000,36,16.02,422.01,C,C5,Jan-2018,Fully Paid,whole,Cash,0,0.20689655172413793,29,0
0.0,RENT,41600.0,Source Verified,16.44,,,,0,999.0,2009,2,10,7,37461,26434,0,0,,0,0,2,5,1.0,7,0.0,0,3,18000,6,5,3,0,100.0,0,0,other,individual,3000,36,19.03,110.02,D,D3,Jan-2018,Fully Paid,whole,Cash,0,0.07211538461538461,9,0
10.0,MORTGAGE,59142.0,Verified,8.79,,,,0,999.0,2005,7,20,6,366262,18237,0,1,,0,0,1,0,0.0,6,0.0,0,1,3000,10,4,2,3,100.0,0,1,home_improvement,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Fully Paid,whole,Cash,0,0.16908457610496772,13,0
7.0,RENT,50000.0,Source Verified,9.7,,,,0,999.0,2000,1,17,11,100476,4000,0,0,,0,0,1,2,2.0,11,0.0,0,2,70600,14,10,3,0,100.0,0,0,debt_consolidation,individual,40000,60,10.42,858.18,B,B3,Jan-2018,Fully Paid,whole,Cash,0,0.8,18,0
10.0,MORTGAGE,60000.0,Not Verified,11.52,,,,0,45.0,1994,1,22,11,165569,24797,0,0,,0,0,2,5,10.0,11,0.0,0,3,17200,6,6,5,3,90.9,0,0,home_improvement,individual,12000,60,15.04,285.74,C,C4,Mar-2018,Fully Paid,whole,Cash,0,0.2,24,0
6.0,MORTGAGE,165000.0,Verified,14.2,,,,0,31.0,2002,2,30,17,424516,131464,0,0,,0,0,6,6,10.0,17,0.0,0,8,8500,9,8,8,3,65.4,0,0,debt_consolidation,individual,30000,36,19.42,1106.07,D,D3,Mar-2018,Fully Paid,fractional,Cash,0,0.18181818181818182,16,0
7.0,OWN,95000.0,Source Verified,23.02,,,,0,75.0,2000,2,23,12,436250,78706,0,0,,0,0,2,8,5.0,12,0.0,0,4,42400,13,9,5,5,95.7,0,0,debt_consolidation,individual,6400,36,14.08,218.99,C,C3,Jan-2018,Fully Paid,fractional,Cash,0,0.06736842105263158,18,0
10.0,MORTGAGE,86000.0,Source Verified,10.75,,,,0,999.0,2006,0,14,8,222200,24722,0,0,,0,0,0,4,15.0,8,0.0,0,4,24600,7,7,6,2,100.0,0,0,debt_consolidation,individual,25000,36,11.99,830.24,B,B5,Jan-2018,Fully Paid,whole,Cash,0,0.29069767441860467,12,0
7.0,RENT,54000.0,Not Verified,9.78,,,,0,24.0,2010,0,27,13,54161,38531,0,0,55.0,0,0,7,12,15.0,13,0.0,0,2,15000,14,6,3,1,85.2,0,0,vacation,individual,10000,36,14.08,342.17,C,C3,Feb-2018,Fully Paid,whole,Cash,0,0.18518518518518517,8,0
10.0,MORTGAGE,40000.0,Not Verified,3.27,,,,1,3.0,1999,1,11,8,16468,7540,0,0,11.0,0,737,0,4,2.0,8,0.0,0,2,11200,8,7,4,0,90.9,0,0,debt_consolidation,individual,10000,60,21.85,275.34,D,D5,Mar-2018,Fully Paid,whole,Cash,0,0.25,19,0
4.0,RENT,43492.8,Source Verified,6.18,,,,0,999.0,2014,2,10,5,15225,3340,0,0,,0,695,1,7,7.0,5,0.0,0,1,7800,8,4,1,0,100.0,0,0,debt_consolidation,individual,6025,36,7.34,186.98,A,A4,Mar-2018,Fully Paid,fractional,Cash,0,0.138528676010742,4,0
3.0,RENT,29300.0,Verified,54.81,114300.0,Verified,26.04,1,23.0,2006,2,16,9,85649,46677,0,0,,0,500,3,3,4.0,9,0.0,0,1,6800,10,6,1,0,93.8,0,0,other,joint,11000,36,13.59,373.77,C,C2,Jan-2018,Fully Paid,fractional,Cash,0,0.37542662116040953,12,0
10.0,MORTGAGE,55000.0,Source Verified,23.91,102000.0,Source Verified,27.47,0,999.0,2007,3,33,20,305338,40906,0,1,,0,0,1,7,2.0,20,0.0,0,5,33100,25,18,8,3,100.0,0,1,home_improvement,joint,16000,60,14.08,372.96,C,C3,Jan-2018,Fully Paid,whole,Cash,0,0.2909090909090909,11,0
10.0,MORTGAGE,70000.0,Not Verified,11.96,,,,0,999.0,2000,0,17,8,190300,26843,0,0,,0,0,0,4,22.0,8,0.0,0,4,25800,12,7,7,3,100.0,0,0,credit_card,individual,15000,60,13.59,345.85,C,C2,Feb-2018,Fully Paid,whole,Cash,0,0.21428571428571427,18,0
3.0,OWN,40000.0,Verified,3.31,,,,0,39.0,2006,0,13,7,8600,2568,0,0,73.0,0,4591,0,1,,7,0.0,0,2,5900,12,7,2,0,61.5,0,0,other,individual,30000,60,21.45,819.22,D,D5,Jan-2018,Fully Paid,whole,Cash,0,0.75,12,0
10.0,RENT,65918.0,Not Verified,16.54,,,,0,43.0,2004,3,32,16,58589,40219,0,0,43.0,0,1556,1,16,3.0,16,0.0,0,5,4900,25,15,8,0,93.8,0,0,debt_consolidation,individual,4000,36,15.04,138.74,C,C4,Feb-2018,Fully Paid,whole,Cash,0,0.06068145271397797,14,0
7.0,RENT,60000.0,Not Verified,26.32,,,,0,41.0,2006,1,23,10,55419,36085,0,0,,0,0,3,4,12.0,10,0.0,0,3,9000,16,7,6,0,87.0,0,0,debt_consolidation,individual,12000,36,16.02,422.01,C,C5,Feb-2018,Fully Paid,fractional,Cash,0,0.2,12,0
4.0,RENT,160000.0,Not Verified,9.26,,,,3,22.0,2003,3,13,11,173547,140118,0,0,23.0,0,924,6,6,0.0,11,0.0,0,4,17100,6,5,4,0,69.2,0,0,debt_consolidation,individual,12000,60,25.82,358.01,E,E4,Jan-2018,Fully Paid,whole,Cash,0,0.075,15,0
1.0,OWN,38000.0,Not Verified,15.13,,,,0,999.0,2001,6,11,8,25138,21457,0,0,,0,0,1,7,0.0,8,0.0,0,4,4300,9,7,5,0,100.0,0,0,credit_card,individual,3000,36,15.05,104.07,C,C4,Jan-2018,Fully Paid,whole,Cash,0,0.07894736842105263,17,0
10.0,MORTGAGE,77000.0,Not Verified,19.95,,,,0,999.0,1999,7,62,19,180433,33209,0,0,,0,995,4,11,0.0,19,0.0,0,2,28500,33,14,4,3,100.0,0,0,credit_card,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Fully Paid,whole,Cash,0,0.12987012987012986,19,0
2.0,MORTGAGE,100000.0,Not Verified,19.34,,,,0,46.0,2002,2,19,17,75176,38767,0,0,,0,327,3,6,6.0,17,0.0,0,8,17200,14,14,11,0,88.2,0,0,debt_consolidation,individual,10000,36,13.59,339.79,C,C2,Jan-2018,Fully Paid,whole,Cash,0,0.1,16,0
10.0,OWN,56000.0,Source Verified,17.55,,,,0,999.0,2003,5,18,12,55201,45651,0,0,,0,0,1,5,1.0,12,0.0,0,6,13900,12,11,6,0,100.0,0,0,debt_consolidation,individual,15000,60,14.08,349.65,C,C3,Jan-2018,Fully Paid,whole,Cash,0,0.26785714285714285,15,0
0.0,RENT,55000.0,Not Verified,18.13,,,,0,999.0,2010,1,10,9,65847,41101,0,0,,0,0,7,1,3.0,9,0.0,0,1,13500,3,2,1,0,100.0,0,0,credit_card,individual,1800,36,7.35,55.87,A,A4,Feb-2018,Fully Paid,whole,Cash,0,0.03272727272727273,8,0
,RENT,75000.0,Source Verified,10.19,,,,0,69.0,2004,0,9,4,32200,22582,0,0,69.0,0,0,0,4,,4,0.0,0,2,7200,8,4,3,1,77.8,0,0,credit_card,individual,22000,36,6.71,676.39,A,A3,Mar-2018,Fully Paid,whole,DirectPay,0,0.29333333333333333,14,0
10.0,MORTGAGE,55000.0,Source Verified,8.79,,,,0,999.0,2007,3,15,4,350836,15284,0,0,,0,0,1,2,3.0,4,0.0,0,1,39500,8,2,1,3,100.0,0,0,medical,individual,1625,36,7.34,50.43,A,A4,Mar-2018,Fully Paid,whole,Cash,0,0.029545454545454545,11,0
3.0,RENT,150000.0,Source Verified,3.08,,,,0,999.0,1994,0,14,9,87606,9044,0,0,,0,0,1,4,,9,0.0,0,3,73000,11,8,3,0,100.0,0,0,other,individual,8000,36,5.32,240.92,A,A1,Jan-2018,Fully Paid,fractional,Cash,0,0.05333333333333334,24,0
8.0,RENT,110000.0,Source Verified,19.26,,,,1,23.0,2005,1,39,14,116736,108092,0,0,,0,0,10,7,6.0,14,0.0,0,3,12800,10,4,3,0,87.2,0,0,debt_consolidation,individual,13000,36,9.92,418.99,B,B2,Mar-2018,Fully Paid,whole,Cash,0,0.11818181818181818,13,0
2.0,RENT,57000.0,Not Verified,15.54,,,,0,999.0,2003,2,39,14,59864,68115,0,0,,0,0,12,3,5.0,14,0.0,0,1,11200,10,2,2,0,83.8,0,0,credit_card,individual,23400,36,14.08,800.67,C,C3,Jan-2018,Fully Paid,whole,Cash,0,0.4105263157894737,15,0
10.0,MORTGAGE,80000.0,Source Verified,20.5,,,,2,23.0,2006,2,34,12,443437,272922,0,0,26.0,0,0,2,10,6.0,12,0.0,0,5,16500,19,9,8,2,76.5,0,0,credit_card,individual,25000,36,11.99,830.24,B,B5,Jan-2018,Fully Paid,whole,DirectPay,0,0.3125,12,0
10.0,RENT,65000.0,Verified,29.51,,,,1,17.0,2000,0,19,16,71746,60991,0,0,,0,0,9,2,13.0,16,0.0,0,1,4000,9,7,4,0,94.7,0,0,debt_consolidation,individual,4200,36,14.07,143.69,C,C3,Mar-2018,Fully Paid,whole,Cash,0,0.06461538461538462,18,0
10.0,MORTGAGE,185220.0,Not Verified,12.83,,,,1,22.0,1985,2,34,20,861686,84817,0,0,,0,0,3,8,10.0,20,0.0,0,0,37600,19,14,2,5,91.2,0,0,home_improvement,individual,20000,36,5.31,602.21,A,A1,Mar-2018,Fully Paid,whole,Cash,0,0.10797969981643452,33,0
10.0,MORTGAGE,117000.0,Not Verified,9.99,,,,0,999.0,1999,0,9,4,92873,76496,0,0,,0,0,1,0,18.0,4,0.0,0,2,35600,4,3,2,0,100.0,0,0,debt_consolidation,individual,27000,36,9.93,870.33,B,B2,Feb-2018,Fully Paid,whole,DirectPay,0,0.23076923076923078,19,0
10.0,MORTGAGE,88000.0,Verified,25.28,,,,0,999.0,2002,3,28,8,314462,94243,0,0,,0,0,3,7,3.0,8,0.0,0,1,5400,9,4,4,3,100.0,0,0,credit_card,individual,10000,60,28.72,315.72,F,F1,Jan-2018,Fully Paid,whole,Cash,0,0.11363636363636363,16,0
3.0,OWN,24000.0,Source Verified,3.85,,,,0,999.0,2000,0,12,5,20300,989,0,0,,0,0,0,2,,5,0.0,0,3,20300,12,5,3,0,100.0,0,0,debt_consolidation,individual,6400,36,6.07,194.91,A,A2,Feb-2018,Fully Paid,whole,Cash,0,0.26666666666666666,18,0
1.0,OWN,110000.0,Source Verified,18.87,,,,1,19.0,2001,5,30,12,165071,127566,0,0,,0,0,5,7,10.0,12,0.0,0,6,57300,16,7,6,2,96.7,0,0,home_improvement,individual,35000,60,17.09,871.54,D,D1,Feb-2018,Fully Paid,whole,Cash,0,0.3181818181818182,17,0
0.0,RENT,30000.0,Verified,31.76,,,,1,13.0,2008,1,11,7,32000,18436,0,0,,0,0,2,3,10.0,7,0.0,0,2,7500,8,5,3,0,90.9,0,0,debt_consolidation,individual,8425,36,15.05,292.27,C,C4,Jan-2018,Fully Paid,fractional,Cash,0,0.2808333333333333,10,0
7.0,MORTGAGE,75000.0,Not Verified,9.55,,,,1,8.0,1989,0,18,7,27600,22164,1,0,8.0,0,0,1,0,,7,0.0,0,5,17200,16,6,5,0,94.4,0,0,other,individual,4800,36,9.92,154.71,B,B2,Mar-2018,Fully Paid,whole,Cash,0,0.064,29,0
10.0,MORTGAGE,95000.0,Source Verified,6.7,,,,0,25.0,1992,4,34,16,34277,7402,0,0,50.0,0,350,1,7,5.0,16,0.0,0,2,20000,27,14,3,2,87.9,0,0,debt_consolidation,individual,20000,36,9.43,640.01,B,B1,Mar-2018,Fully Paid,whole,Cash,0,0.21052631578947367,26,0
1.0,RENT,18000.0,Verified,8.47,,,,1,16.0,2007,0,10,6,18100,2400,0,0,,0,0,0,0,,6,0.0,0,5,18100,9,6,5,0,90.0,0,0,car,individual,18125,36,13.59,615.87,C,C2,Jan-2018,Fully Paid,whole,Cash,0,1.0069444444444444,11,0
7.0,MORTGAGE,80000.0,Source Verified,13.34,,,,0,41.0,2009,1,30,7,198063,29599,0,0,,0,0,3,4,10.0,7,0.0,0,2,6500,9,3,2,1,96.7,0,0,medical,individual,9000,36,18.45,327.41,D,D2,Mar-2018,Fully Paid,whole,Cash,0,0.1125,9,0
1.0,RENT,50000.0,Source Verified,12.43,,,,0,999.0,2007,2,11,7,27776,18753,0,0,,0,0,2,7,10.0,7,0.0,0,2,2600,5,5,5,0,100.0,0,0,debt_consolidation,individual,10000,60,18.06,254.27,D,D2,Jan-2018,Fully Paid,whole,Cash,0,0.2,11,0
,OWN,33500.0,Not Verified,18.09,,,,0,65.0,1990,0,19,13,88200,21071,0,0,65.0,0,0,0,1,,13,0.0,0,3,65100,18,13,6,1,94.7,0,0,credit_card,individual,12500,36,6.07,380.68,A,A2,Mar-2018,Fully Paid,whole,Cash,0,0.373134328358209,28,0
4.0,MORTGAGE,65000.0,Not Verified,15.77,105000.0,Not Verified,13.27,0,999.0,2006,0,31,14,392918,34523,0,0,,0,0,1,6,,14,0.0,0,4,71900,27,12,5,1,100.0,0,0,other,joint,12000,36,6.72,369.0,A,A3,Feb-2018,Fully Paid,whole,Cash,0,0.18461538461538463,12,0
7.0,MORTGAGE,210000.0,Source Verified,13.67,,,,0,56.0,2005,4,17,9,475830,96518,0,1,56.0,0,0,3,7,1.0,9,0.0,0,2,37100,6,3,3,2,94.1,0,1,debt_consolidation,individual,28000,60,17.47,702.97,D,D1,Mar-2018,Fully Paid,whole,Cash,0,0.13333333333333333,13,0
0.0,RENT,108000.0,Not Verified,16.31,,,,0,47.0,1988,2,45,12,153113,135966,0,0,48.0,0,0,5,10,7.0,12,0.0,0,3,11100,21,6,5,3,68.9,0,0,debt_consolidation,individual,15000,36,12.61,502.6,C,C1,Feb-2018,Fully Paid,whole,Cash,0,0.1388888888888889,30,0
1.0,MORTGAGE,87400.0,Source Verified,13.64,,,,0,999.0,1995,1,24,9,221244,46465,0,0,,0,0,1,6,7.0,9,0.0,0,4,43200,13,7,5,5,100.0,0,0,debt_consolidation,individual,24000,36,10.91,784.71,B,B4,Feb-2018,Fully Paid,whole,Cash,0,0.2745995423340961,23,0
10.0,MORTGAGE,92000.0,Not Verified,31.61,,,,0,999.0,1997,1,39,13,224616,105939,0,0,,0,0,4,4,9.0,13,0.0,0,5,37600,15,8,7,3,100.0,0,0,debt_consolidation,individual,13500,36,10.41,438.22,B,B3,Feb-2018,Fully Paid,whole,Cash,0,0.14673913043478262,21,0
8.0,MORTGAGE,56000.0,Verified,24.67,,,,0,58.0,2006,11,26,12,254805,35773,0,0,58.0,0,1025,3,3,2.0,12,0.0,0,5,25700,12,8,5,1,84.6,0,0,debt_consolidation,individual,20000,36,14.08,684.33,C,C3,Jan-2018,Fully Paid,fractional,Cash,0,0.35714285714285715,12,0
,OWN,0.0,Source Verified,16.16,90000.0,Source Verified,8.92,0,999.0,2004,1,15,5,47156,40228,0,1,,0,0,2,3,0.0,5,0.0,0,1,1700,5,3,2,0,100.0,0,1,other,joint,10000,36,10.42,324.65,B,B3,Jan-2018,Fully Paid,whole,Cash,0,inf,14,0
2.0,RENT,42000.0,Source Verified,20.89,,,,0,999.0,2006,1,20,11,47800,18002,0,0,,0,0,1,2,6.0,11,0.0,0,4,35000,18,10,4,0,100.0,0,0,debt_consolidation,individual,15000,36,10.91,490.45,B,B4,Feb-2018,Fully Paid,whole,Cash,0,0.35714285714285715,12,0
,MORTGAGE,34385.0,Verified,23.05,,,,0,999.0,1993,0,20,9,185600,27755,0,0,,0,0,0,1,,9,0.0,0,4,27300,12,7,5,6,100.0,0,0,other,individual,4000,36,14.08,136.87,C,C3,Feb-2018,Fully Paid,whole,Cash,0,0.11632979496873637,25,0
2.0,RENT,61000.0,Source Verified,27.98,,,,0,109.0,2007,11,28,18,144973,116274,0,0,109.0,0,0,3,12,6.0,18,0.0,0,9,16900,16,15,11,0,100.0,0,0,credit_card,individual,12000,36,13.59,407.75,C,C2,Mar-2018,Fully Paid,fractional,DirectPay,0,0.19672131147540983,11,0
10.0,RENT,70000.0,Verified,0.0,,,,0,999.0,2008,3,11,4,19100,0,0,0,,0,0,0,4,2.0,4,0.0,0,0,19100,6,4,0,0,100.0,0,0,other,individual,37000,60,12.61,834.5,C,C1,Mar-2018,Fully Paid,whole,Cash,0,0.5285714285714286,10,0
2.0,MORTGAGE,36000.0,Source Verified,12.23,,,,0,999.0,2008,2,19,12,42200,20007,0,0,,0,0,0,4,10.0,12,0.0,0,8,39900,15,12,8,1,100.0,0,0,debt_consolidation,individual,25000,60,14.07,582.62,C,C3,Mar-2018,Fully Paid,whole,Cash,0,0.6944444444444444,10,0
9.0,MORTGAGE,216000.0,Source Verified,4.27,,,,0,999.0,2008,3,39,21,799236,51362,0,1,,0,0,3,12,3.0,21,0.0,0,0,93700,22,17,2,4,100.0,1,0,debt_consolidation,individual,25000,60,9.93,530.32,B,B2,Jan-2018,Fully Paid,whole,Cash,0,0.11574074074074074,10,0
10.0,RENT,40000.0,Source Verified,21.42,,,,0,999.0,2014,1,12,7,51288,41181,0,0,,0,0,2,10,9.0,7,0.0,0,2,9000,6,5,3,0,100.0,0,0,credit_card,individual,16000,36,17.09,571.17,D,D1,Jan-2018,Fully Paid,whole,Cash,0,0.4,4,0
1.0,RENT,30000.0,Source Verified,10.52,,,,0,999.0,2001,2,10,2,59570,46932,0,0,,0,0,1,1,4.0,2,0.0,0,1,10000,5,1,1,0,100.0,0,0,major_purchase,individual,20000,36,9.44,640.1,B,B1,Feb-2018,Fully Paid,whole,Cash,0,0.6666666666666666,17,0
10.0,RENT,44640.0,Source Verified,0.0,,,,2,4.0,2007,2,4,3,11800,0,0,0,,0,0,0,1,5.0,3,0.0,0,0,11500,3,3,0,0,50.0,0,0,other,individual,20000,36,14.07,684.24,C,C3,Mar-2018,Fully Paid,whole,Cash,0,0.44802867383512546,11,0
4.0,MORTGAGE,166000.0,Source Verified,14.6,,,,0,999.0,2005,4,24,16,458659,83873,0,1,,0,0,3,6,2.0,16,0.0,0,6,23200,14,12,10,2,100.0,0,1,credit_card,individual,30000,36,15.05,1040.7,C,C4,Jan-2018,Fully Paid,whole,DirectPay,0,0.18072289156626506,13,0
,RENT,125000.0,Source Verified,9.71,,,,0,999.0,2013,1,9,9,117313,100166,0,0,,0,0,6,6,2.0,9,0.0,0,3,26900,3,3,3,0,100.0,0,0,small_business,individual,5000,36,12.61,167.54,C,C1,Mar-2018,Fully Paid,fractional,Cash,0,0.04,5,0
2.0,MORTGAGE,32000.0,Source Verified,37.21,72000.0,Not Verified,20.17,1,23.0,1997,1,24,10,269837,49802,0,0,,0,0,2,5,6.0,10,0.0,0,3,7500,14,7,4,4,87.5,0,0,debt_consolidation,joint,15000,36,9.93,483.52,B,B2,Jan-2018,Fully Paid,whole,Cash,0,0.46875,21,0
10.0,RENT,56000.0,Not Verified,12.99,,,,0,73.0,2005,1,29,9,48540,29152,0,0,,0,0,1,9,8.0,9,0.0,0,3,9400,17,8,4,0,89.7,0,0,debt_consolidation,individual,6000,36,16.02,211.01,C,C5,Jan-2018,Fully Paid,whole,Cash,0,0.10714285714285714,13,0
2.0,MORTGAGE,80000.0,Source Verified,6.39,221000.0,Not Verified,12.95,1,7.0,2007,4,21,10,646137,11055,0,0,,0,0,0,6,1.0,10,0.0,0,2,10000,9,8,6,6,95.2,0,0,debt_consolidation,joint,24000,60,24.85,702.33,E,E3,Feb-2018,Fully Paid,fractional,Cash,0,0.3,11,0
9.0,MORTGAGE,50622.0,Not Verified,5.95,,,,0,999.0,2012,1,23,11,168011,71721,0,0,,0,0,1,6,2.0,11,0.0,0,3,7600,11,9,5,1,100.0,0,0,debt_consolidation,individual,5600,36,9.44,179.23,B,B1,Jan-2018,Fully Paid,whole,Cash,0,0.11062383943739876,6,0
10.0,RENT,73000.0,Source Verified,18.01,,,,0,999.0,1999,2,19,11,107100,31797,0,1,,0,313,2,5,6.0,11,0.0,0,3,52300,11,9,4,0,100.0,0,1,credit_card,individual,8000,36,7.35,248.3,A,A4,Feb-2018,Fully Paid,whole,Cash,0,0.1095890410958904,19,0
,MORTGAGE,85175.04,Not Verified,4.55,119566.91,Not Verified,15.15,0,40.0,1996,2,21,6,419340,12786,0,0,40.0,0,0,0,5,5.0,6,0.0,0,3,9300,11,5,4,4,95.0,0,0,debt_consolidation,joint,24000,36,19.03,880.11,D,D3,Feb-2018,Fully Paid,whole,Cash,0,0.2817726883368649,22,0
10.0,MORTGAGE,59000.0,Source Verified,11.33,,,,1,16.0,1992,1,15,10,153693,21819,0,0,,0,0,1,4,7.0,10,0.0,0,2,31900,11,8,3,2,86.7,0,0,moving,individual,8000,36,9.93,257.88,B,B2,Feb-2018,Fully Paid,whole,Cash,0,0.13559322033898305,26,0
3.0,MORTGAGE,47000.0,Not Verified,18.23,,,,1,12.0,1994,2,16,8,156000,20065,0,0,,0,0,1,3,0.0,8,0.0,0,4,10800,10,5,5,3,93.8,0,0,major_purchase,individual,2500,36,18.06,90.46,D,D2,Jan-2018,Fully Paid,fractional,Cash,0,0.05319148936170213,24,0
10.0,RENT,92000.0,Not Verified,13.71,,,,1,9.0,1996,6,51,36,90501,42990,0,0,,0,0,1,7,9.0,36,0.0,0,8,39900,44,35,16,0,94.1,0,0,debt_consolidation,individual,12000,36,7.97,375.88,A,A5,Feb-2018,Fully Paid,whole,Cash,0,0.13043478260869565,22,0
10.0,RENT,62000.0,Verified,28.44,,,,0,24.0,2001,2,18,12,70038,46835,0,0,24.0,0,164,10,7,4.0,12,0.0,0,0,3100,3,2,0,0,100.0,0,0,moving,individual,5000,36,26.3,202.26,E,E5,Feb-2018,Fully Paid,fractional,Cash,0,0.08064516129032258,17,0
4.0,MORTGAGE,111000.0,Not Verified,4.7,,,,0,999.0,2003,2,27,10,158522,13571,0,1,,0,0,1,3,2.0,10,0.0,0,2,50600,17,7,2,3,100.0,0,1,home_improvement,individual,4850,36,7.97,151.92,A,A5,Feb-2018,Fully Paid,whole,Cash,0,0.04369369369369369,15,0
6.0,MORTGAGE,80000.0,Not Verified,15.5,,,,0,34.0,1996,0,13,8,241764,26833,0,0,,0,0,2,2,15.0,8,0.0,0,4,21000,9,5,5,2,84.6,0,0,credit_card,individual,13000,60,12.62,293.27,C,C1,Jan-2018,Fully Paid,whole,Cash,0,0.1625,22,0
10.0,OWN,300000.0,Source Verified,0.74,307300.0,Not Verified,1.35,0,999.0,1973,0,15,7,68417,5853,0,0,,0,0,0,0,,7,0.0,0,5,60500,8,6,6,3,100.0,0,0,medical,joint,4200,36,6.72,129.15,A,A3,Feb-2018,Fully Paid,whole,Cash,0,0.014,45,0
,MORTGAGE,88116.0,Verified,16.82,107316.0,,14.47,0,68.0,2005,5,34,17,435039,65416,0,0,68.0,0,0,1,5,5.0,17,0.0,0,4,17900,22,15,6,3,96.9,0,0,debt_consolidation,joint,24000,60,11.99,533.75,B,B5,Jan-2018,Fully Paid,whole,DirectPay,0,0.2723682418629988,13,0
3.0,OWN,71000.0,Source Verified,23.48,,,,0,999.0,2005,4,43,28,217548,145677,0,0,,0,0,8,7,0.0,28,0.0,0,3,84600,25,20,4,0,100.0,0,0,medical,individual,32000,36,7.34,993.05,A,A4,Mar-2018,Fully Paid,whole,Cash,0,0.4507042253521127,13,0
